uni_code,course_code,course_name,course_intro,area_of_study,career_ops,course_field,meta_gCode,meta_name,meta_status,meta_poa,meta_type,meta_inst,meta_camp,meta_fos,meta_keywords,meta_sa,meta_sm,meta_lsr,meta_msr,meta_hsr,meta_la,meta_ma,meta_ha,meta_ga,meta_acYear,meta_rpCode,meta_rpLink,meta_cLevel,meta_fee,meta_fPeriod,meta_pTime,meta_fTime,meta_int,meta_ext,meta_mMode,meta_nHe,meta_pHe,meta_nVet,meta_pVet,meta_nOth,meta_pOth,meta_nAtar,meta_pAtar,meta_nAPlus,meta_pAPlus,meta_nSec,meta_pSec,meta_nInt,meta_pInt,meta_nTot,meta_pTot,meta_pCode,meta_cYear,meta_ip,meta_spLink
acu,101210,Bachelor of Education (Primary and Special Education),"Prepare to be a  primary teacher who is a specialist in special education, so you can nurture  the development of those with a disability or learning and behavioural  difficulties. By studying this course, you will also gain the practical skills  to manage social, cultural and developmental diversity within the classroom.",Teaching in a primary setting.,"Primary teachers in government and non-government schools, educator in community education centres, private colleges and inclusive education settings; policy development.",Education,101210,Bachelor of Education (Primary and Special Education),open,4F/EqP,CSP,ACU,3006-CW,7,"acu,bachelor of education (primary and special education),education,primary,special",0,0,<5,<5,<5,<5,<5,<5,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,0,0,0,0,0,0,<5,<5,0,0,<5,<5,0,0,5,100.0,NA,2022,S,
acu,101220,Diploma of Arts/Bachelor of Arts,"The Diploma of Arts is a pathway program designed to help you transition into the Bachelor of Arts. You’ll develop foundational knowledge and skills in a supportive learning environment, setting you up for success in your further studies. You'll improve your creative thinking and communication skills with a view to guiding businesses and organisations through the complexities of modern life. Through a creative mix of critical thinking, innovation and collaboration, you’ll gain the skills that employers of the future demand. You’ll be guided and mentored by staff who are recognised as leaders in their fields and will learn how international and intercultural perspectives shape society.",Arts.,"Gain valuable adaptable skills in critical thinking, leadership, problem-solving and information analysis, which will be well-suited to a wide range of workplaces. Create your own path while pursuing your passions and professional ambitions.",Education,101220,Bachelor of Education (Secondary and Special Education),open,4F/EqP,CSP,ACU,3006-CW,7,"acu,bachelor of education (secondary and special education),education,secondary,special",0,0,,,,,,,,2022,NR,NA,TBP,NA, ,Y,Y,Y,N,N,0,0,0,0,<5,<5,<5,<5,0,0,0,0,0,0,2,100.0,NR,2021,S,
acu,101230,Bachelor of Education (Secondary),This course provides professional and academic education for graduates to teach in secondary schools. Students will develop knowledge and skills in the secondary curriculum and two specialist secondary teaching areas.,Teaching in a secondary setting.,"Secondary teachers in government and non-government schools, educator in community education centres, private colleges and inclusive education settings; policy development.",Education,101230,Bachelor of Education (Secondary),open,4F/EqP,CSP,ACU,3006-CW,7,"acu,bachelor of education (secondary),education,secondary",0,0,73.00,85.65,99.95,68.00,77.65,90.90,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,0,0,0,0,<5,<5,0,0,<5,<5,0,0,<5,100.0,NA,2022,S,
acu,101240,Bachelor of Education (Secondary)/Bachelor of Exercise Science,"This course provides the professional preparation for applicants wishing to teach in secondary schools in the Catholic, government and independent sectors. Students complete a total of 360 credit points, including community engagement and professional teaching practice. Combine your love of sport and exercise with teaching to be a standout in the classroom. As a health, PE or personal development teacher, you will understand how the human body works, and the vital role of exercise in health, wellbeing and performance.","Teaching – one major and one minor sequence from the major/minor discipline areas of drama, economics, geography, history, literature, study of religions, and minor areas of computing, mathematics, sociology, visual arts.","Secondary teachers in Catholic, state and independent school systems; teachers and educators in community situations.",Education,101240,Bachelor of Education (Secondary)/ Bachelor of Exercise Science,open,4.5F/EqP,CSP,ACU,3006-ST,7,"acu,bachelor of education (secondary)/bachelor of exercise science,education,secondary,exercise science,exercise",0,0,66.45,77.45,96.75,61.45,67.7,86.75,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,5,8.77,<5,<5,<5,<5,14,24.56,0,0,34,59.65,0,0,57,100.0,NA,2022,S,
acu,103202,Bachelor of Social Work,This course is informed by a critical understanding of the social science disciplines and is orientated to the professional values and practices of the social work profession.,Social work.,"Community development, group work, family work, case management, policy analysis and development, research, social action, youth and child welfare services, medical and health services, disability services, mental health, community services, aged care, income support, mediation.",Society and Culture,103202,Bachelor of Social Work,open,4F/EqP,CSP,ACU,3006-CW,9,"acu,bachelor of social work,social work,sociology,social studies",0,0,61.65,78.15,97.60,56.65,72.50,89.60,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,5,10.42,6,12.5,<5,<5,5,10.42,0,0,12,25,16,33.33,48,100.0,NA,2022,S,
acu,103204,Bachelor of Youth Work,This course responds to community need for highly trained and skilled youth workers to work with young people. It provides students with theoretical insights and practical competencies.,"Sociology, youth work.","Community education worker, roles in local government, youth officer, school retention and participation officer, youth activities officer, youth and community worker, youth and family mediation, youth development officer, youth engagement worker, youth health educator, youth liaison worker, youth officer, youth outreach worker, youth policy officer, youth support worker, youth welfare worker, youth worker.",Society and Culture,103204,Bachelor of Youth Work,open,3F/EqP,CSP,ACU,3006-BLK,9,"acu,bachelor of youth work,sociology",0,0,,,,,,,,2022,NO,NA,TBP,NA, ,Y,Y,Y,N,N,0,0,0,0,<5,<5,0,0,0,0,0,0,0,0,<5,100.0,NA,2022,S,
acu,103302,Bachelor of Arts,"This degree is designed to produce  knowledgeable, articulate and innovative graduates recognised by their skills  to think systematically and critically, gather and evaluate evidence from many and diverse sources, communicate  clearly and apply ethical principles to decision making for a variety of  professions and industries.","Business studies, communication, computing, drama, economics, education studies, English, geography, graphic design, history, mathematics, philosophy, politics and international relations, psychology, sociology, study of religions, theological studies, visual arts.","Employment in both government and private sectors, media and communications; arts and cultural organisations; higher education; business sector; not-for-profit organisations. Roles may include historian; social scientist; political analyst. Completion of a Master of Teaching may lead to employment as a teacher.",Society and Culture,103302,Bachelor of Arts,open,3F/EqP,CSP,ACU,3006-ST,9,"acu,bachelor of arts,arts,humanities,business studies,drama,economics,education studies,geography,history,literature,mathematics,philosophy,politics,international relations,psychology,study of religions,theological studies,visual arts,communication,computing,graphic design,sociology,theological studies",0,0,59.15,66.20,99.95,48.15,60.10,92.95,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,<5,<5,<5,<5,7,33.33,0,0,6,28.57,<5,<5,21,100.0,NA,2022,S,
acu,103303,Bachelor of Arts/Bachelor of Commerce,"This double degree provides a liberal arts education and skills development focused on managerial decision-making, business and personal leadership and the ethics of values-based management. The course is designed for students who want to combine studies in arts, humanities or social sciences with specific skills within a business specialisation.","Accounting, communications, computing, drama, economics, history, human resource management, literature, marketing, mathematics, philosophy, politics and international relations, sociology, theological studies. Refer to 103302 Bachelor of Arts (restrictions apply).",Refer to 103302 Bachelor of Arts and 103701 Bachelor of Commerce.,Management and Commerce,103303,Bachelor of Arts/Bachelor of Commerce,open,4F/EqP,CSP,ACU,3006-ST,8,"acu,bachelor of arts/bachelor of commerce,arts,commerce,accounting,finance,economics,theological studies,history,literature,mathematics,drama,maths,politics,international relations,event management,human resource management,management,marketing,computing,philosophy,sociology",0,0,59.40,69.95,74.35,50.40,64.95,69.25,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,0,0,0,0,0,0,0,0,0,0,<5,<5,0,0,<5,100.0,NA,2022,S,
acu,103304,Bachelor of Visual Arts and Design,"This degree provides an exciting mix of studio-based art, graphic design, art and design history as well as theory, practical and professional experience with exhibitions in art galleries. You will explore the relationships between two-dimensional media areas such as drawing, painting, printmaking and photography, and three and four-dimensional areas such as sculpture, video production and object design as well as graphic design leading to webpage design and animation.","3D/4D object design, art and design history and theory, drawing, graphic design, painting, photography, printmaking, sculpture plus areas of elective study within Arts (business studies, communication, computing, drama, economics, education studies, English, geography, history, mathematics, philosophy, politics and international relations, psychology, sociology, study of religions, theological studies). Opportunity for short overseas study trips to Rome and Venice are also available. Refer to 103302 Bachelor of Arts.",Administrator; art conservation; art gallery manager; art theory research assistant; art therapist; art creative director; curatorship; events coordinator; professional artist; theatre and set designer; film maker and editor; visual merchandiser.,Creative Arts,103304,Bachelor of Visual Arts and Design,open,3F/EqP,CSP,ACU,3006-ST,10,"acu,bachelor of visual arts and design,art,visual arts,design,art history,design history,art theory,graphic design,professional development,professional practice,sculpture,printmaking,photography,painting,film,video,studio-based art,ceramics,drawing,design theory",0,0,58.85,70.50,99.95,49.80,62.65,88.55,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,<5,<5,<5,<5,0,0,13,50,0,0,8,30.77,<5,<5,26,100.0,NA,2022,S,
acu,103311,Bachelor of Arts/Bachelor of Global Studies,"This double degree program is for students interested in the social, political, cultural, environmental and economic changes shaping our world. The course combines a liberal arts education with studies of globalisation, world politics, justice and sustainability. It also involves overseas study at the ACU Rome campus or a partner university, or through an internship overseas. Students gain international perspectives and acquire skills valued in the global workplace. Students complete a total of 32 units including two majors, with at least two program core units or one major and two minors, plus elective studies.","Global studies plus two Arts majors or one Arts major and two minors selected from business studies, communication, computing, drama, economics, geography, history, literature, mathematics, philosophy, politics and international relations, psychology, sociology, study of religions, theological studies, visual arts.","Government and private sector positions in overseas trade, marketing, publishing, libraries, human resource management, tourism and any organisation in the arts with a global outreach.",Society and Culture,103311,Bachelor of Arts/Bachelor of Global Studies,open,4F/EqP,CSP,ACU,3006-ST,9,"acu,bachelor of arts/bachelor of global studies,arts,humanities,business studies,computing,economics,geography,history,literature,mathematics,philosophy,theological studies,visual arts,psychology,global studies,international studies,drama,media,maths,english,study of religions,theological studies,visual arts,business studies",0,0,60.45,64.85,69.65,51.05,56.85,68.75,,2022,NA,NA,TBP,NA, ,Y,Y,Y,N,N,0,0,0,0,<5,<5,<5,<5,0,0,<5,<5,<5,<5,7,100.0,NA,2022,S,
